account_id,district_id,frequency,Date,Account_type
84,44,ISSUANCE AFTER TRANSACTION,2018-12-25,Salary account
4439,30,MONTHLY ISSUANCE,2018-12-25,Savings account
3587,64,MONTHLY ISSUANCE,2018-12-24,Savings account
4269,26,MONTHLY ISSUANCE,2018-12-24,NRI account
3338,25,MONTHLY ISSUANCE,2018-12-24,Savings account
3655,1,MONTHLY ISSUANCE,2018-12-24,Salary account
957,70,MONTHLY ISSUANCE,2018-12-22,NRI account
1682,49,MONTHLY ISSUANCE,2018-12-22,Salary account
2630,64,MONTHLY ISSUANCE,2018-12-21,Salary account
3092,46,MONTHLY ISSUANCE,2018-12-20,NRI account
5661,53,MONTHLY ISSUANCE,2018-12-20,Savings account
809,36,MONTHLY ISSUANCE,2018-12-20,NRI account
522,17,MONTHLY ISSUANCE,2018-12-20,NRI account
2095,56,MONTHLY ISSUANCE,2018-12-19,NRI account
1137,60,MONTHLY ISSUANCE,2018-12-19,Salary account
2570,1,MONTHLY ISSUANCE,2018-12-19,Savings account
1212,70,MONTHLY ISSUANCE,2018-12-18,NRI account
8039,9,MONTHLY ISSUANCE,2018-12-17,NRI account
3205,1,MONTHLY ISSUANCE,2018-12-17,Savings account
5477,57,MONTHLY ISSUANCE,2018-12-17,NRI account
3476,3,MONTHLY ISSUANCE,2018-12-16,Savings account
5001,53,MONTHLY ISSUANCE,2018-12-15,NRI account
1469,67,MONTHLY ISSUANCE,2018-12-15,NRI account
791,49,MONTHLY ISSUANCE,2018-12-14,Salary account
3858,2,MONTHLY ISSUANCE,2018-12-14,NRI account
2237,26,MONTHLY ISSUANCE,2018-12-13,Savings account
1917,73,MONTHLY ISSUANCE,2018-12-13,NRI account
1685,28,MONTHLY ISSUANCE,2018-12-13,NRI account
924,11,MONTHLY ISSUANCE,2018-12-09,Savings account
3305,13,MONTHLY ISSUANCE,2018-12-09,Salary account
2692,28,MONTHLY ISSUANCE,2018-12-08,NRI account
6927,74,WEEKLY ISSUANCE,2018-12-08,Savings account
2374,1,MONTHLY ISSUANCE,2018-12-07,Salary account
1104,39,MONTHLY ISSUANCE,2018-12-07,Savings account
474,61,MONTHLY ISSUANCE,2018-12-06,Savings account
633,57,MONTHLY ISSUANCE,2018-12-06,Salary account
1825,3,MONTHLY ISSUANCE,2018-12-05,Salary account
253,46,MONTHLY ISSUANCE,2018-12-05,Savings account
2437,1,MONTHLY ISSUANCE,2018-12-04,Salary account
2309,18,MONTHLY ISSUANCE,2018-12-03,Savings account
2851,17,MONTHLY ISSUANCE,2018-12-02,Salary account
2803,58,MONTHLY ISSUANCE,2018-12-01,Salary account
1901,15,MONTHLY ISSUANCE,2018-12-01,Salary account
3525,70,MONTHLY ISSUANCE,2018-12-01,Salary account
3320,1,MONTHLY ISSUANCE,2018-12-01,Salary account
452,63,MONTHLY ISSUANCE,2018-11-29,Savings account
3783,40,MONTHLY ISSUANCE,2018-11-29,Savings account
3189,29,MONTHLY ISSUANCE,2018-11-29,NRI account
3689,8,MONTHLY ISSUANCE,2018-11-29,Salary account
728,60,MONTHLY ISSUANCE,2018-11-28,Savings account
3970,24,MONTHLY ISSUANCE,2018-11-28,NRI account
8169,29,MONTHLY ISSUANCE,2018-11-28,Salary account
3973,20,MONTHLY ISSUANCE,2018-11-27,NRI account
2043,46,MONTHLY ISSUANCE,2018-11-27,NRI account
2003,32,MONTHLY ISSUANCE,2018-11-27,NRI account
557,1,MONTHLY ISSUANCE,2018-11-26,Savings account
3490,48,MONTHLY ISSUANCE,2018-11-26,NRI account
2015,68,MONTHLY ISSUANCE,2018-11-25,Salary account
2341,33,MONTHLY ISSUANCE,2018-11-25,Salary account
565,39,MONTHLY ISSUANCE,2018-11-25,NRI account
337,17,MONTHLY ISSUANCE,2018-11-25,Salary account
3780,44,MONTHLY ISSUANCE,2018-11-25,Salary account
10411,39,ISSUANCE AFTER TRANSACTION,2018-11-23,Savings account
2783,43,MONTHLY ISSUANCE,2018-11-23,NRI account
9017,70,MONTHLY ISSUANCE,2018-11-22,NRI account
486,33,MONTHLY ISSUANCE,2018-11-21,NRI account
1395,1,MONTHLY ISSUANCE,2018-11-21,Savings account
1341,36,MONTHLY ISSUANCE,2018-11-21,NRI account
1357,56,MONTHLY ISSUANCE,2018-11-20,NRI account
3772,7,MONTHLY ISSUANCE,2018-11-20,Savings account
3148,33,MONTHLY ISSUANCE,2018-11-19,Salary account
933,21,MONTHLY ISSUANCE,2018-11-18,Salary account
3229,64,MONTHLY ISSUANCE,2018-11-18,Savings account
1700,64,MONTHLY ISSUANCE,2018-11-18,NRI account
2836,42,MONTHLY ISSUANCE,2018-11-18,NRI account
338,49,MONTHLY ISSUANCE,2018-11-18,Savings account
3303,1,MONTHLY ISSUANCE,2018-11-17,NRI account
2516,6,MONTHLY ISSUANCE,2018-11-16,Salary account
3767,1,MONTHLY ISSUANCE,2018-11-15,NRI account
348,25,MONTHLY ISSUANCE,2018-11-15,NRI account
1867,52,MONTHLY ISSUANCE,2018-11-15,Savings account
487,40,MONTHLY ISSUANCE,2018-11-14,Salary account
3572,65,MONTHLY ISSUANCE,2018-11-12,NRI account
1030,57,MONTHLY ISSUANCE,2018-11-12,Savings account
968,74,MONTHLY ISSUANCE,2018-11-11,NRI account
810,46,MONTHLY ISSUANCE,2018-11-11,Savings account
1760,53,MONTHLY ISSUANCE,2018-11-11,Savings account
2550,67,MONTHLY ISSUANCE,2018-11-11,NRI account
1599,57,MONTHLY ISSUANCE,2018-11-10,NRI account
11079,16,MONTHLY ISSUANCE,2018-11-10,Savings account
1044,14,MONTHLY ISSUANCE,2018-11-09,Savings account
1945,56,MONTHLY ISSUANCE,2018-11-09,Salary account
9790,52,MONTHLY ISSUANCE,2018-11-09,NRI account
9928,60,MONTHLY ISSUANCE,2018-11-09,NRI account
2580,60,MONTHLY ISSUANCE,2018-11-09,NRI account
2157,77,MONTHLY ISSUANCE,2018-11-08,Salary account
2051,64,WEEKLY ISSUANCE,2018-11-08,NRI account
3061,76,MONTHLY ISSUANCE,2018-11-08,NRI account
3111,60,MONTHLY ISSUANCE,2018-11-08,Savings account
1691,48,MONTHLY ISSUANCE,2018-11-08,Savings account
155,58,MONTHLY ISSUANCE,2018-11-07,Savings account
3945,50,MONTHLY ISSUANCE,2018-11-07,NRI account
3384,14,MONTHLY ISSUANCE,2018-11-05,Savings account
257,11,MONTHLY ISSUANCE,2018-11-05,Salary account
479,1,MONTHLY ISSUANCE,2018-11-05,Salary account
3764,69,MONTHLY ISSUANCE,2018-11-05,Salary account
820,74,MONTHLY ISSUANCE,2018-11-04,Salary account
9353,59,MONTHLY ISSUANCE,2018-11-03,NRI account
1403,17,MONTHLY ISSUANCE,2018-11-02,Savings account
1629,10,MONTHLY ISSUANCE,2018-11-02,NRI account
10710,19,MONTHLY ISSUANCE,2018-10-30,NRI account
2871,52,MONTHLY ISSUANCE,2018-10-30,Savings account
3080,57,MONTHLY ISSUANCE,2018-10-29,NRI account
2621,55,MONTHLY ISSUANCE,2018-10-29,NRI account
1238,1,MONTHLY ISSUANCE,2018-10-29,Salary account
3637,53,MONTHLY ISSUANCE,2018-10-28,Salary account
2481,1,MONTHLY ISSUANCE,2018-10-28,Savings account
1426,40,MONTHLY ISSUANCE,2018-10-27,Savings account
602,43,MONTHLY ISSUANCE,2018-10-27,Savings account
1756,38,MONTHLY ISSUANCE,2018-10-26,Salary account
2500,61,MONTHLY ISSUANCE,2018-10-26,Savings account
2727,1,MONTHLY ISSUANCE,2018-10-25,Salary account
10520,55,ISSUANCE AFTER TRANSACTION,2018-10-24,Salary account
2515,64,MONTHLY ISSUANCE,2018-10-24,Salary account
10762,1,MONTHLY ISSUANCE,2018-10-23,Salary account
3131,21,MONTHLY ISSUANCE,2018-10-23,NRI account
2235,45,MONTHLY ISSUANCE,2018-10-22,Savings account
2487,42,MONTHLY ISSUANCE,2018-10-22,Salary account
1206,70,MONTHLY ISSUANCE,2018-10-21,Savings account
501,13,MONTHLY ISSUANCE,2018-10-21,NRI account
3200,17,ISSUANCE AFTER TRANSACTION,2018-10-20,NRI account
3646,63,WEEKLY ISSUANCE,2018-10-20,NRI account
1142,74,MONTHLY ISSUANCE,2018-10-19,Savings account
762,76,MONTHLY ISSUANCE,2018-10-18,NRI account
319,47,WEEKLY ISSUANCE,2018-10-17,NRI account
336,62,MONTHLY ISSUANCE,2018-10-16,Salary account
308,61,MONTHLY ISSUANCE,2018-10-16,Salary account
4650,4,MONTHLY ISSUANCE,2018-10-15,NRI account
2255,52,MONTHLY ISSUANCE,2018-10-14,Salary account
11362,67,MONTHLY ISSUANCE,2018-10-14,NRI account
1796,18,MONTHLY ISSUANCE,2018-10-14,NRI account
2834,70,MONTHLY ISSUANCE,2018-10-14,NRI account
8114,59,MONTHLY ISSUANCE,2018-10-14,NRI account
260,24,MONTHLY ISSUANCE,2018-10-14,Savings account
1749,64,MONTHLY ISSUANCE,2018-10-14,NRI account
2424,1,MONTHLY ISSUANCE,2018-10-13,Savings account
917,56,MONTHLY ISSUANCE,2018-10-13,Salary account
1581,39,MONTHLY ISSUANCE,2018-10-12,Savings account
5063,43,MONTHLY ISSUANCE,2018-10-11,Salary account
1257,66,MONTHLY ISSUANCE,2018-10-11,NRI account
990,17,MONTHLY ISSUANCE,2018-10-11,NRI account
2965,6,MONTHLY ISSUANCE,2018-10-10,Savings account
2301,22,MONTHLY ISSUANCE,2018-10-10,NRI account
2674,50,MONTHLY ISSUANCE,2018-10-10,Savings account
11,76,MONTHLY ISSUANCE,2018-10-10,Salary account
8533,47,MONTHLY ISSUANCE,2018-10-10,Salary account
1089,74,MONTHLY ISSUANCE,2018-10-10,Savings account
6400,31,ISSUANCE AFTER TRANSACTION,2018-10-09,Salary account
3486,64,MONTHLY ISSUANCE,2018-10-09,Salary account
4473,45,MONTHLY ISSUANCE,2018-10-09,Salary account
521,9,MONTHLY ISSUANCE,2018-10-08,Salary account
3132,56,MONTHLY ISSUANCE,2018-10-08,Salary account
3944,22,MONTHLY ISSUANCE,2018-10-08,Salary account
1427,17,MONTHLY ISSUANCE,2018-10-08,Savings account
1742,68,MONTHLY ISSUANCE,2018-10-08,NRI account
1690,16,MONTHLY ISSUANCE,2018-10-07,Savings account
1448,1,MONTHLY ISSUANCE,2018-10-07,NRI account
3677,1,MONTHLY ISSUANCE,2018-10-04,Savings account
2565,74,MONTHLY ISSUANCE,2018-10-04,Savings account
4190,62,MONTHLY ISSUANCE,2018-10-04,NRI account
3317,4,MONTHLY ISSUANCE,2018-10-04,Savings account
2835,73,MONTHLY ISSUANCE,2018-10-03,Salary account
331,65,MONTHLY ISSUANCE,2018-10-02,Savings account
7487,4,MONTHLY ISSUANCE,2018-10-01,Savings account
992,22,MONTHLY ISSUANCE,2018-10-01,Savings account
4047,45,WEEKLY ISSUANCE,2018-09-29,Savings account
3417,48,MONTHLY ISSUANCE,2018-09-28,NRI account
169,4,MONTHLY ISSUANCE,2018-09-28,NRI account
80,43,MONTHLY ISSUANCE,2018-09-27,Salary account
2731,1,MONTHLY ISSUANCE,2018-09-26,NRI account
1704,70,MONTHLY ISSUANCE,2018-09-22,Savings account
1660,1,MONTHLY ISSUANCE,2018-09-22,Savings account
5429,71,MONTHLY ISSUANCE,2018-09-22,Savings account
3440,22,MONTHLY ISSUANCE,2018-09-22,Salary account
2148,1,MONTHLY ISSUANCE,2018-09-22,NRI account
676,39,MONTHLY ISSUANCE,2018-09-22,NRI account
2353,51,MONTHLY ISSUANCE,2018-09-21,Salary account
1335,54,MONTHLY ISSUANCE,2018-09-21,Savings account
2119,74,MONTHLY ISSUANCE,2018-09-21,Salary account
8,57,MONTHLY ISSUANCE,2018-09-21,Savings account
1376,64,MONTHLY ISSUANCE,2018-09-20,Savings account
3770,23,MONTHLY ISSUANCE,2018-09-20,Savings account
11271,5,MONTHLY ISSUANCE,2018-09-20,Salary account
3758,38,MONTHLY ISSUANCE,2018-09-19,Salary account
138,22,MONTHLY ISSUANCE,2018-09-19,NRI account
9377,1,MONTHLY ISSUANCE,2018-09-17,Savings account
3234,1,MONTHLY ISSUANCE,2018-09-16,Savings account
1452,45,MONTHLY ISSUANCE,2018-09-16,Savings account
994,72,MONTHLY ISSUANCE,2018-09-15,Savings account
1674,1,MONTHLY ISSUANCE,2018-09-15,NRI account
3368,24,MONTHLY ISSUANCE,2018-09-14,Salary account
5125,1,MONTHLY ISSUANCE,2018-09-14,Salary account
2358,7,MONTHLY ISSUANCE,2018-09-13,Savings account
1613,1,MONTHLY ISSUANCE,2018-09-13,Savings account
2866,43,MONTHLY ISSUANCE,2018-09-13,Salary account
3010,46,MONTHLY ISSUANCE,2018-09-13,Salary account
3628,70,MONTHLY ISSUANCE,2018-09-12,Savings account
6463,16,MONTHLY ISSUANCE,2018-09-11,NRI account
301,60,MONTHLY ISSUANCE,2018-09-10,Salary account
372,55,MONTHLY ISSUANCE,2018-09-10,Savings account
3492,33,MONTHLY ISSUANCE,2018-09-10,Savings account
803,19,MONTHLY ISSUANCE,2018-09-09,Savings account
2456,65,MONTHLY ISSUANCE,2018-09-09,Savings account
619,1,WEEKLY ISSUANCE,2018-09-09,NRI account
1423,76,MONTHLY ISSUANCE,2018-09-08,Salary account
2853,54,MONTHLY ISSUANCE,2018-09-08,NRI account
7957,51,MONTHLY ISSUANCE,2018-09-07,NRI account
1149,18,MONTHLY ISSUANCE,2018-09-07,NRI account
219,28,MONTHLY ISSUANCE,2018-09-06,Salary account
3552,62,MONTHLY ISSUANCE,2018-09-06,Salary account
3866,60,MONTHLY ISSUANCE,2018-09-05,NRI account
3914,33,MONTHLY ISSUANCE,2018-09-05,Salary account
3807,53,MONTHLY ISSUANCE,2018-09-05,NRI account
3925,1,MONTHLY ISSUANCE,2018-09-05,Salary account
3855,33,MONTHLY ISSUANCE,2018-09-04,NRI account
429,63,MONTHLY ISSUANCE,2018-09-03,NRI account
3269,37,MONTHLY ISSUANCE,2018-09-03,Salary account
1810,50,MONTHLY ISSUANCE,2018-09-03,Salary account
665,8,MONTHLY ISSUANCE,2018-09-03,Salary account
6872,15,MONTHLY ISSUANCE,2018-09-02,Salary account
532,26,MONTHLY ISSUANCE,2018-09-02,Salary account
674,49,MONTHLY ISSUANCE,2018-09-02,Savings account
10365,22,MONTHLY ISSUANCE,2018-09-02,Salary account
430,54,MONTHLY ISSUANCE,2018-09-02,Savings account
1640,13,MONTHLY ISSUANCE,2018-09-01,NRI account
2833,64,MONTHLY ISSUANCE,2018-08-30,Salary account
3553,70,MONTHLY ISSUANCE,2018-08-30,Savings account
9052,43,ISSUANCE AFTER TRANSACTION,2018-08-30,Salary account
3139,12,MONTHLY ISSUANCE,2018-08-30,Savings account
1562,1,MONTHLY ISSUANCE,2018-08-30,Savings account
1961,13,MONTHLY ISSUANCE,2018-08-30,NRI account
353,24,MONTHLY ISSUANCE,2018-08-30,NRI account
213,73,MONTHLY ISSUANCE,2018-08-29,NRI account
32,5,MONTHLY ISSUANCE,2018-08-28,Savings account
5066,13,WEEKLY ISSUANCE,2018-08-27,Savings account
2236,73,MONTHLY ISSUANCE,2018-08-27,Savings account
3995,12,MONTHLY ISSUANCE,2018-08-27,NRI account
894,46,MONTHLY ISSUANCE,2018-08-27,Savings account
418,36,MONTHLY ISSUANCE,2018-08-27,NRI account
3254,36,MONTHLY ISSUANCE,2018-08-27,Salary account
3582,19,MONTHLY ISSUANCE,2018-08-26,NRI account
420,75,MONTHLY ISSUANCE,2018-08-26,Salary account
937,43,MONTHLY ISSUANCE,2018-08-26,Salary account
4258,51,MONTHLY ISSUANCE,2018-08-26,NRI account
3315,23,MONTHLY ISSUANCE,2018-08-24,Savings account
3763,55,MONTHLY ISSUANCE,2018-08-23,NRI account
995,64,MONTHLY ISSUANCE,2018-08-23,NRI account
2858,56,MONTHLY ISSUANCE,2018-08-22,NRI account
2855,27,MONTHLY ISSUANCE,2018-08-21,NRI account
5024,70,MONTHLY ISSUANCE,2018-08-20,NRI account
560,36,MONTHLY ISSUANCE,2018-08-20,Savings account
11382,74,MONTHLY ISSUANCE,2018-08-20,NRI account
6856,43,MONTHLY ISSUANCE,2018-08-19,Salary account
11138,70,WEEKLY ISSUANCE,2018-08-18,Savings account
5213,1,MONTHLY ISSUANCE,2018-08-18,Salary account
531,31,MONTHLY ISSUANCE,2018-08-18,Salary account
2280,68,MONTHLY ISSUANCE,2018-08-17,Savings account
3896,45,MONTHLY ISSUANCE,2018-08-17,NRI account
3679,64,MONTHLY ISSUANCE,2018-08-15,NRI account
2562,35,MONTHLY ISSUANCE,2018-08-15,Savings account
3631,1,MONTHLY ISSUANCE,2018-08-13,NRI account
2514,16,MONTHLY ISSUANCE,2018-08-13,NRI account
75,1,MONTHLY ISSUANCE,2018-08-13,Salary account
1122,13,MONTHLY ISSUANCE,2018-08-12,NRI account
786,53,MONTHLY ISSUANCE,2018-08-12,Salary account
3216,3,MONTHLY ISSUANCE,2018-08-11,Salary account
2206,45,MONTHLY ISSUANCE,2018-08-10,NRI account
1203,72,MONTHLY ISSUANCE,2018-08-09,Salary account
2608,19,MONTHLY ISSUANCE,2018-08-09,Savings account
3270,30,MONTHLY ISSUANCE,2018-08-08,NRI account
1520,48,MONTHLY ISSUANCE,2018-08-08,Savings account
4681,70,MONTHLY ISSUANCE,2018-08-08,NRI account
3902,1,MONTHLY ISSUANCE,2018-08-08,Savings account
8327,1,WEEKLY ISSUANCE,2018-08-08,Savings account
3203,23,MONTHLY ISSUANCE,2018-08-07,NRI account
5118,72,MONTHLY ISSUANCE,2018-08-05,Salary account
1971,41,MONTHLY ISSUANCE,2018-08-04,NRI account
2830,20,MONTHLY ISSUANCE,2018-08-04,NRI account
1927,42,MONTHLY ISSUANCE,2018-08-04,Savings account
2265,65,MONTHLY ISSUANCE,2018-08-03,NRI account
675,58,MONTHLY ISSUANCE,2018-08-03,Savings account
5033,54,MONTHLY ISSUANCE,2018-08-03,Salary account
1009,1,WEEKLY ISSUANCE,2018-08-01,Savings account
2577,7,MONTHLY ISSUANCE,2018-07-30,NRI account
4948,43,MONTHLY ISSUANCE,2018-07-29,Savings account
1803,24,MONTHLY ISSUANCE,2018-07-29,Salary account
2957,25,MONTHLY ISSUANCE,2018-07-28,NRI account
6985,38,MONTHLY ISSUANCE,2018-07-27,Savings account
1252,13,WEEKLY ISSUANCE,2018-07-26,NRI account
3357,54,MONTHLY ISSUANCE,2018-07-26,NRI account
2520,18,MONTHLY ISSUANCE,2018-07-25,Salary account
2553,41,MONTHLY ISSUANCE,2018-07-24,NRI account
10018,8,MONTHLY ISSUANCE,2018-07-23,Savings account
953,14,MONTHLY ISSUANCE,2018-07-22,Savings account
4081,11,MONTHLY ISSUANCE,2018-07-22,Salary account
2144,55,ISSUANCE AFTER TRANSACTION,2018-07-21,Salary account
720,54,MONTHLY ISSUANCE,2018-07-20,Savings account
1472,2,MONTHLY ISSUANCE,2018-07-20,Salary account
2244,46,MONTHLY ISSUANCE,2018-07-19,Salary account
2310,15,MONTHLY ISSUANCE,2018-07-19,Savings account
1994,42,MONTHLY ISSUANCE,2018-07-19,Savings account
3532,73,MONTHLY ISSUANCE,2018-07-18,Savings account
1251,34,WEEKLY ISSUANCE,2018-07-18,NRI account
1936,70,MONTHLY ISSUANCE,2018-07-18,Savings account
8547,14,WEEKLY ISSUANCE,2018-07-17,Savings account
1135,1,MONTHLY ISSUANCE,2018-07-17,NRI account
4263,5,MONTHLY ISSUANCE,2018-07-17,Savings account
1344,12,ISSUANCE AFTER TRANSACTION,2018-07-16,Savings account
1220,1,MONTHLY ISSUANCE,2018-07-15,Savings account
1568,23,MONTHLY ISSUANCE,2018-07-15,Savings account
3895,27,MONTHLY ISSUANCE,2018-07-14,Salary account
5263,64,MONTHLY ISSUANCE,2018-07-14,NRI account
5794,70,MONTHLY ISSUANCE,2018-07-14,Savings account
1075,35,MONTHLY ISSUANCE,2018-07-13,Salary account
2281,1,MONTHLY ISSUANCE,2018-07-13,Salary account
2307,60,MONTHLY ISSUANCE,2018-07-12,NRI account
3474,23,MONTHLY ISSUANCE,2018-07-12,Salary account
625,70,MONTHLY ISSUANCE,2018-07-12,NRI account
731,5,MONTHLY ISSUANCE,2018-07-11,NRI account
1103,66,MONTHLY ISSUANCE,2018-07-09,NRI account
3330,76,MONTHLY ISSUANCE,2018-07-08,Salary account
6649,1,MONTHLY ISSUANCE,2018-07-08,Savings account
3779,74,MONTHLY ISSUANCE,2018-07-08,Salary account
3458,63,MONTHLY ISSUANCE,2018-07-07,NRI account
2041,48,MONTHLY ISSUANCE,2018-07-05,Savings account
5742,74,ISSUANCE AFTER TRANSACTION,2018-07-05,Savings account
4415,73,MONTHLY ISSUANCE,2018-07-05,NRI account
4330,47,MONTHLY ISSUANCE,2018-07-05,Savings account
1597,68,MONTHLY ISSUANCE,2018-07-04,Savings account
1725,72,ISSUANCE AFTER TRANSACTION,2018-07-03,NRI account
3410,39,MONTHLY ISSUANCE,2018-07-03,Savings account
2292,41,MONTHLY ISSUANCE,2018-06-29,NRI account
638,65,MONTHLY ISSUANCE,2018-06-28,Salary account
2533,49,MONTHLY ISSUANCE,2018-06-27,Savings account
99,1,MONTHLY ISSUANCE,2018-06-27,Savings account
9235,37,MONTHLY ISSUANCE,2018-06-24,NRI account
3363,30,MONTHLY ISSUANCE,2018-06-24,Savings account
3436,5,MONTHLY ISSUANCE,2018-06-24,Salary account
1151,40,MONTHLY ISSUANCE,2018-06-23,NRI account
1728,74,MONTHLY ISSUANCE,2018-06-23,Savings account
3810,43,MONTHLY ISSUANCE,2018-06-22,Savings account
2781,16,MONTHLY ISSUANCE,2018-06-20,NRI account
1031,74,MONTHLY ISSUANCE,2018-06-20,NRI account
7184,5,MONTHLY ISSUANCE,2018-06-19,Salary account
2297,46,MONTHLY ISSUANCE,2018-06-18,Savings account
1846,6,MONTHLY ISSUANCE,2018-06-17,Savings account
2096,32,MONTHLY ISSUANCE,2018-06-17,Salary account
458,7,MONTHLY ISSUANCE,2018-06-16,Savings account
120,65,WEEKLY ISSUANCE,2018-06-16,Savings account
10019,8,MONTHLY ISSUANCE,2018-06-15,NRI account
2328,35,MONTHLY ISSUANCE,2018-06-14,NRI account
1519,9,MONTHLY ISSUANCE,2018-06-14,Savings account
808,69,MONTHLY ISSUANCE,2018-06-13,Savings account
3601,54,MONTHLY ISSUANCE,2018-06-13,Salary account
131,52,MONTHLY ISSUANCE,2018-06-13,Savings account
3124,6,MONTHLY ISSUANCE,2018-06-13,Savings account
7618,72,WEEKLY ISSUANCE,2018-06-13,NRI account
807,76,WEEKLY ISSUANCE,2018-06-13,Savings account
3847,33,MONTHLY ISSUANCE,2018-06-13,NRI account
223,39,MONTHLY ISSUANCE,2018-06-13,NRI account
3252,12,MONTHLY ISSUANCE,2018-06-12,Savings account
3725,33,MONTHLY ISSUANCE,2018-06-11,Savings account
896,3,MONTHLY ISSUANCE,2018-06-11,Salary account
1793,56,MONTHLY ISSUANCE,2018-06-10,Savings account
1696,43,MONTHLY ISSUANCE,2018-06-09,NRI account
2139,8,MONTHLY ISSUANCE,2018-06-09,NRI account
5774,1,MONTHLY ISSUANCE,2018-06-08,Salary account
3392,1,MONTHLY ISSUANCE,2018-06-08,Salary account
1465,30,MONTHLY ISSUANCE,2018-06-08,NRI account
1420,68,MONTHLY ISSUANCE,2018-06-08,Salary account
1620,17,MONTHLY ISSUANCE,2018-06-08,Savings account
4121,54,MONTHLY ISSUANCE,2018-06-08,Salary account
754,1,MONTHLY ISSUANCE,2018-06-08,Savings account
3045,1,MONTHLY ISSUANCE,2018-06-08,NRI account
3453,13,MONTHLY ISSUANCE,2018-06-08,Salary account
471,47,MONTHLY ISSUANCE,2018-06-07,NRI account
53,77,MONTHLY ISSUANCE,2018-06-07,Salary account
1413,65,MONTHLY ISSUANCE,2018-06-07,NRI account
553,26,MONTHLY ISSUANCE,2018-06-06,NRI account
1092,41,MONTHLY ISSUANCE,2018-06-06,NRI account
2642,68,MONTHLY ISSUANCE,2018-06-05,NRI account
3520,72,MONTHLY ISSUANCE,2018-06-04,NRI account
2018,42,MONTHLY ISSUANCE,2018-06-04,Salary account
2877,37,MONTHLY ISSUANCE,2018-06-04,NRI account
11069,37,MONTHLY ISSUANCE,2018-06-02,Salary account
3874,51,MONTHLY ISSUANCE,2018-06-02,Salary account
1974,42,MONTHLY ISSUANCE,2018-06-01,Savings account
2559,32,MONTHLY ISSUANCE,2018-06-01,NRI account
1059,8,MONTHLY ISSUANCE,2018-05-30,Salary account
3624,32,WEEKLY ISSUANCE,2018-05-30,NRI account
10001,24,MONTHLY ISSUANCE,2018-05-28,Savings account
3186,10,MONTHLY ISSUANCE,2018-05-28,Salary account
1530,70,MONTHLY ISSUANCE,2018-05-27,NRI account
1642,64,MONTHLY ISSUANCE,2018-05-27,Salary account
6358,3,MONTHLY ISSUANCE,2018-05-27,Salary account
11349,1,WEEKLY ISSUANCE,2018-05-26,NRI account
2969,29,MONTHLY ISSUANCE,2018-05-26,Savings account
8998,61,MONTHLY ISSUANCE,2018-05-24,Savings account
490,45,MONTHLY ISSUANCE,2018-05-23,NRI account
3386,2,MONTHLY ISSUANCE,2018-05-23,NRI account
4589,4,MONTHLY ISSUANCE,2018-05-22,Savings account
57,1,MONTHLY ISSUANCE,2018-05-21,Savings account
10963,16,MONTHLY ISSUANCE,2018-05-20,Savings account
2521,63,MONTHLY ISSUANCE,2018-05-19,Salary account
3251,59,MONTHLY ISSUANCE,2018-05-18,Salary account
5358,4,MONTHLY ISSUANCE,2018-05-18,Salary account
875,63,MONTHLY ISSUANCE,2018-05-17,Salary account
733,49,WEEKLY ISSUANCE,2018-05-17,Salary account
1720,35,MONTHLY ISSUANCE,2018-05-16,Salary account
4014,56,ISSUANCE AFTER TRANSACTION,2018-05-15,Salary account
2178,64,MONTHLY ISSUANCE,2018-05-15,NRI account
2935,68,MONTHLY ISSUANCE,2018-05-15,Savings account
544,32,MONTHLY ISSUANCE,2018-05-15,Salary account
256,37,MONTHLY ISSUANCE,2018-05-14,Savings account
3845,48,MONTHLY ISSUANCE,2018-05-14,Salary account
2919,77,MONTHLY ISSUANCE,2018-05-10,Savings account
1741,21,MONTHLY ISSUANCE,2018-05-10,Salary account
746,75,MONTHLY ISSUANCE,2018-05-10,NRI account
1183,12,MONTHLY ISSUANCE,2018-05-08,Savings account
2323,72,MONTHLY ISSUANCE,2018-05-08,Salary account
463,51,MONTHLY ISSUANCE,2018-05-08,Salary account
285,17,MONTHLY ISSUANCE,2018-05-08,NRI account
4105,58,MONTHLY ISSUANCE,2018-05-08,Salary account
2525,45,MONTHLY ISSUANCE,2018-05-08,Savings account
6434,1,MONTHLY ISSUANCE,2018-05-08,Salary account
533,40,MONTHLY ISSUANCE,2018-05-07,Savings account
3940,35,WEEKLY ISSUANCE,2018-05-07,Salary account
4538,70,MONTHLY ISSUANCE,2018-05-07,Savings account
454,7,MONTHLY ISSUANCE,2018-05-07,NRI account
5194,1,ISSUANCE AFTER TRANSACTION,2018-05-05,NRI account
3464,25,MONTHLY ISSUANCE,2018-05-05,Salary account
2931,36,MONTHLY ISSUANCE,2018-05-04,NRI account
10351,23,MONTHLY ISSUANCE,2018-05-04,NRI account
3936,39,MONTHLY ISSUANCE,2018-05-04,Salary account
2364,33,MONTHLY ISSUANCE,2018-05-03,NRI account
1280,70,MONTHLY ISSUANCE,2018-05-03,Savings account
54,4,MONTHLY ISSUANCE,2018-05-02,NRI account
1010,61,MONTHLY ISSUANCE,2018-05-01,Savings account
1248,22,MONTHLY ISSUANCE,2018-04-29,Salary account
2331,8,MONTHLY ISSUANCE,2018-04-29,Savings account
2751,31,MONTHLY ISSUANCE,2018-04-28,Savings account
404,41,MONTHLY ISSUANCE,2018-04-28,Savings account
